kernelversion,contributor,value,Percentage
From Apr. 16 2005,MEPROLIGHT,7,0.0
From Apr. 16 2005,Mobile Devices,7,0.0
From Apr. 16 2005,Linux Networx,6,0.0
From Apr. 16 2005,ROAD,6,0.0
From Apr. 16 2005,Uplogix,6,0.0
From Apr. 16 2005,Densan,6,0.0
From Apr. 16 2005,BEC Systems,6,0.0
From Apr. 16 2005,Linuxant,6,0.0
From Apr. 16 2005,Emerson,6,0.0
From Apr. 16 2005,Dave S.r.l,6,0.0
From Apr. 16 2005,taskit,6,0.0
From Apr. 16 2005,BitWagon Software,6,0.0
From Apr. 16 2005,NICTA,6,0.0
From Apr. 16 2005,PCS Systemtechnik,6,0.0
From Apr. 16 2005,Diamond Light Source,6,0.0
From Apr. 16 2005,Nuovations,6,0.0
From Apr. 16 2005,SDG Systems,6,0.0
From Apr. 16 2005,AOL,6,0.0
From Apr. 16 2005,0xlab,6,0.0
From Apr. 16 2005,Embedded Solutions,6,0.0
From Apr. 16 2005,RealVNC Limited,6,0.0
From Apr. 16 2005,Océ-Technologies B.V.,6,0.0
From Apr. 16 2005,Zilogic,6,0.0
From Apr. 16 2005,Virtual Computer,6,0.0
From Apr. 16 2005,Crystalfontz,6,0.0
From Apr. 16 2005,open wide,6,0.0
From Apr. 16 2005,Calsoft,5,0.0
From Apr. 16 2005,Stream Vision,5,0.0
From Apr. 16 2005,Redpill Linpro AS,5,0.0
From Apr. 16 2005,StreetFire Sound Labs,5,0.0
From Apr. 16 2005,reliablesolutions,5,0.0
From Apr. 16 2005,Reflex Security,5,0.0
From Apr. 16 2005,GTCO CalComp,5,0.0
From Apr. 16 2005,AML,5,0.0
From Apr. 16 2005,Elan Digital Systems,5,0.0
From Apr. 16 2005,3M Company,5,0.0
From Apr. 16 2005,Jmicron,5,0.0
From Apr. 16 2005,SWAPP,5,0.0
From Apr. 16 2005,Geomatys,5,0.0
From Apr. 16 2005,TIL Technologies,5,0.0
From Apr. 16 2005,Roku,5,0.0
From Apr. 16 2005,Xform Computing,5,0.0
From Apr. 16 2005,HH Tech.,5,0.0
From Apr. 16 2005,Reveal,5,0.0
From Apr. 16 2005,SPES,5,0.0
From Apr. 16 2005,FSB,5,0.0
From Apr. 16 2005,Xorcom,5,0.0
From Apr. 16 2005,Endian Technologies AB,5,0.0
From Apr. 16 2005,Zeugma Systems,5,0.0
From Apr. 16 2005,Contec,5,0.0
From Apr. 16 2005,IBA,5,0.0
From Apr. 16 2005,L&T Infotech,5,0.0
From Apr. 16 2005,BTICINO,5,0.0
From Apr. 16 2005,"Indesign, LLC",5,0.0
From Apr. 16 2005,Ion Beam Applications,5,0.0
From Apr. 16 2005,NEOTION,5,0.0
From Apr. 16 2005,ONERA,5,0.0
From Apr. 16 2005,Gemalto NV,5,0.0
From Apr. 16 2005,MRV,4,0.0
From Apr. 16 2005,Observision,4,0.0
From Apr. 16 2005,Rockwell Collins,4,0.0
From Apr. 16 2005,Cologne Chip,4,0.0
From Apr. 16 2005,xandrOS,4,0.0
From Apr. 16 2005,Starent Networks,4,0.0
From Apr. 16 2005,maintech Gmbh,4,0.0
From Apr. 16 2005,Innovative Systems,4,0.0
From Apr. 16 2005,IC Plus,4,0.0
From Apr. 16 2005,Yokogawa Electric Corporation,4,0.0
From Apr. 16 2005,RDC Semiconductor,4,0.0
From Apr. 16 2005,ADDI-DATA GmbH,4,0.0
From Apr. 16 2005,Celestrius,4,0.0
From Apr. 16 2005,ElasticHosts Ltd.,4,0.0
From Apr. 16 2005,Consentry,4,0.0
From Apr. 16 2005,Proformatique,4,0.0
From Apr. 16 2005,Martinsson Elektronik AB,4,0.0
From Apr. 16 2005,Netservers Ltd.,4,0.0
From Apr. 16 2005,Red Flag Linux,4,0.0
From Apr. 16 2005,Bluetechnix,4,0.0
From Apr. 16 2005,BitBox Ltd,4,0.0
From Apr. 16 2005,Onyx Neon,4,0.0
From Apr. 16 2005,AlienCamel,4,0.0
From Apr. 16 2005,Jumpnow,4,0.0
From Apr. 16 2005,VirtualLogix,4,0.0
From Apr. 16 2005,Highload,4,0.0
From Apr. 16 2005,Hanwang Tech,4,0.0
From Apr. 16 2005,Rhonda,4,0.0
From Apr. 16 2005,Unixphere AB,4,0.0
From Apr. 16 2005,Wilocity,4,0.0
From Apr. 16 2005,"Hitachi Solutions, Ltd.",4,0.0
From Apr. 16 2005,Hobbists,4,0.0
From Apr. 16 2005,Science Fiction Technologies,3,0.0
From Apr. 16 2005,Varma,3,0.0
From Apr. 16 2005,inGate,3,0.0
From Apr. 16 2005,Plan B Disaster Recovery,3,0.0
From Apr. 16 2005,ITOCHU Techno-Solutions,3,0.0
From Apr. 16 2005,Wireless Cables Inc.,3,0.0
From Apr. 16 2005,Telegraaf,3,0.0
From Apr. 16 2005,BandRich,3,0.0
From Apr. 16 2005,Nomad Global Solutions,3,0.0
From Apr. 16 2005,Sandia National Labs,3,0.0
From Apr. 16 2005,Mindspeed Technologies,3,0.0
From Apr. 16 2005,Savant Systems,3,0.0
From Apr. 16 2005,BlueToad,3,0.0
From Apr. 16 2005,Cetrta Pot,3,0.0
From Apr. 16 2005,Onstor,3,0.0
From Apr. 16 2005,Thot-Soft 2002,3,0.0
From Apr. 16 2005,Cluster Computing,3,0.0
From Apr. 16 2005,Bay,3,0.0
From Apr. 16 2005,Novatel Wireless,3,0.0
From Apr. 16 2005,Escient,3,0.0
From Apr. 16 2005,IBRIX,3,0.0
From Apr. 16 2005,Q-Leap Networks GmbH,3,0.0
From Apr. 16 2005,Managed Security Services GmbH,3,0.0
From Apr. 16 2005,CallDirect,3,0.0
From Apr. 16 2005,Adetel Group,3,0.0
From Apr. 16 2005,SoftPLC,3,0.0
From Apr. 16 2005,ISIS-MPP,3,0.0
From Apr. 16 2005,It Technology,3,0.0
From Apr. 16 2005,Intersec,3,0.0
From Apr. 16 2005,HCL,3,0.0
From Apr. 16 2005,sphairon,3,0.0
From Apr. 16 2005,NextIO,3,0.0
From Apr. 16 2005,Navico,3,0.0
From Apr. 16 2005,Frontier,3,0.0
From Apr. 16 2005,Nexenta,3,0.0
From Apr. 16 2005,Sensortherm GmbH,3,0.0
From Apr. 16 2005,Atos,3,0.0
From Apr. 16 2005,Flytronic,3,0.0
From Apr. 16 2005,Delmic,3,0.0
From Apr. 16 2005,Lumanate,3,0.0
From Apr. 16 2005,Supelec,3,0.0
From Apr. 16 2005,German Government,2,0.0
From Apr. 16 2005,LIOS Technology,2,0.0
From Apr. 16 2005,C-Media,2,0.0
From Apr. 16 2005,Anagramm GmbH,2,0.0
From Apr. 16 2005,Mercury Computer Systems,2,0.0
From Apr. 16 2005,LED Smart Media,2,0.0
From Apr. 16 2005,Trident,2,0.0
From Apr. 16 2005,TBDNetworks,2,0.0
From Apr. 16 2005,CINVESTAV,2,0.0
From Apr. 16 2005,Total Knowledge,2,0.0
From Apr. 16 2005,RTD Embedded Tech.,2,0.0
From Apr. 16 2005,Devicescape,2,0.0
From Apr. 16 2005,Sagem Defense Sécurité,2,0.0
From Apr. 16 2005,Sicortex,2,0.0
From Apr. 16 2005,CDI.CZ,2,0.0
From Apr. 16 2005,GREY,2,0.0
From Apr. 16 2005,Eurek srl,2,0.0
From Apr. 16 2005,Teamlog,2,0.0
From Apr. 16 2005,Arcturus,2,0.0
From Apr. 16 2005,Videon Central,2,0.0
From Apr. 16 2005,Vernier Software and Technology,2,0.0
From Apr. 16 2005,Cytronics & Melware,2,0.0
From Apr. 16 2005,DMX,2,0.0
From Apr. 16 2005,Expand Networks,2,0.0
From Apr. 16 2005,CeTT,2,0.0
From Apr. 16 2005,Transitive,2,0.0
From Apr. 16 2005,Terascala,2,0.0
From Apr. 16 2005,Bitsource,2,0.0
From Apr. 16 2005,Neonode,2,0.0
From Apr. 16 2005,Absolut Bank,2,0.0
From Apr. 16 2005,Creytiv.com,2,0.0
From Apr. 16 2005,Edesix Ltd,2,0.0
From Apr. 16 2005,XTECH,2,0.0
From Apr. 16 2005,AIST,2,0.0
From Apr. 16 2005,ARVOO Engineering,2,0.0
From Apr. 16 2005,section5,2,0.0
From Apr. 16 2005,Zonbu,2,0.0
From Apr. 16 2005,Hidden Engine,2,0.0
From Apr. 16 2005,Epiphan,2,0.0
From Apr. 16 2005,Yahoo,2,0.0
From Apr. 16 2005,Unicontrol Systemtechnik,2,0.0
From Apr. 16 2005,Matrix Orbital,2,0.0
From Apr. 16 2005,DevelTech,2,0.0
From Apr. 16 2005,TEAMf1,2,0.0
From Apr. 16 2005,Amiton,2,0.0
From Apr. 16 2005,Loadbalancer.org Ltd.,2,0.0
From Apr. 16 2005,ADB,2,0.0
From Apr. 16 2005,Altran,2,0.0
From Apr. 16 2005,SIRIUS,2,0.0
From Apr. 16 2005,Mainpine,2,0.0
From Apr. 16 2005,objectXP,2,0.0
From Apr. 16 2005,WiMobilis,2,0.0
From Apr. 16 2005,CadSoft Computer GmbH,2,0.0
From Apr. 16 2005,InfoObjects,2,0.0
From Apr. 16 2005,Xerox,2,0.0
From Apr. 16 2005,Mercury Development LLC.,2,0.0
From Apr. 16 2005,Unilogic Networks B.V.,2,0.0
From Apr. 16 2005,Cornelius Consult,2,0.0
From Apr. 16 2005,GAMIC mbH,2,0.0
From Apr. 16 2005,VPAC,2,0.0
From Apr. 16 2005,C&C Technologies,2,0.0
From Apr. 16 2005,INTERMEDIASUD,2,0.0
From Apr. 16 2005,Konftel,2,0.0
From Apr. 16 2005,Epsilou Corp.,2,0.0
From Apr. 16 2005,IAV Products GmbH,2,0.0
From Apr. 16 2005,Northern Digital,2,0.0
From Apr. 16 2005,Value Team SpA,2,0.0
From Apr. 16 2005,Comrex,2,0.0
From Apr. 16 2005,Bifferboard,2,0.0
From Apr. 16 2005,Instrumentation Technologies,2,0.0
From Apr. 16 2005,MESUTRONIC,2,0.0
From Apr. 16 2005,CYBER SWITCHING,2,0.0
From Apr. 16 2005,Always Innovating,2,0.0
From Apr. 16 2005,Jungo,2,0.0
From Apr. 16 2005,Ubuntu,2,0.0
From Apr. 16 2005,Symas,2,0.0
From Apr. 16 2005,EMA,2,0.0
From Apr. 16 2005,Silicon Turnkey Express,2,0.0
From Apr. 16 2005,Syn-Tech Systems,2,0.0
From Apr. 16 2005,TriplePoint,2,0.0
From Apr. 16 2005,m-privacy,2,0.0
From Apr. 16 2005,SigFox,2,0.0
From Apr. 16 2005,DSP Group,2,0.0
From Apr. 16 2005,Ohmu,2,0.0
From Apr. 16 2005,Fuel7,2,0.0
From Apr. 16 2005,Cynove,2,0.0
From Apr. 16 2005,ADVA Optical Networking,2,0.0
From Apr. 16 2005,elandsys.com,2,0.0
From Apr. 16 2005,hackers.mu,2,0.0
From Apr. 16 2005,Card Access,1,0.0
From Apr. 16 2005,Intec Automation Inc.,1,0.0
From Apr. 16 2005,Network Solutions,1,0.0
From Apr. 16 2005,Tranzeo,1,0.0
From Apr. 16 2005,Protei ltd,1,0.0
From Apr. 16 2005,MicronasNIT,1,0.0
From Apr. 16 2005,NULL,1,0.0
From Apr. 16 2005,Malloch Digital Design,1,0.0
From Apr. 16 2005,Tundra Semiconductor,1,0.0
From Apr. 16 2005,ADLINK,1,0.0
From Apr. 16 2005,HERMES SoftLab,1,0.0
From Apr. 16 2005,Kleinhenz Elektronik,1,0.0
From Apr. 16 2005,Empirix,1,0.0
From Apr. 16 2005,Bluehost,1,0.0
From Apr. 16 2005,BBC,1,0.0
From Apr. 16 2005,TOPTICA Photonics,1,0.0
From Apr. 16 2005,Celunite,1,0.0
From Apr. 16 2005,ECI Telecom,1,0.0
From Apr. 16 2005,Octant Informatique,1,0.0
From Apr. 16 2005,InnoSys,1,0.0
From Apr. 16 2005,Aconex,1,0.0
From Apr. 16 2005,SpiderNet Services,1,0.0
From Apr. 16 2005,JETZ Technologies,1,0.0
From Apr. 16 2005,GECO,1,0.0
From Apr. 16 2005,PaperCut Software,1,0.0
From Apr. 16 2005,GVS,1,0.0
From Apr. 16 2005,EKE-Electronics,1,0.0
From Apr. 16 2005,5e Technologies,1,0.0
From Apr. 16 2005,Centaur Technology,1,0.0
From Apr. 16 2005,IntelliTree Solutions,1,0.0
From Apr. 16 2005,Bivio Networking,1,0.0
From Apr. 16 2005,In-Store Broadcasting Network,1,0.0
From Apr. 16 2005,Endian s.r.l.,1,0.0
From Apr. 16 2005,Calyptech Pty Ltd,1,0.0
From Apr. 16 2005,Rheinmetall Defence Electronics,1,0.0
From Apr. 16 2005,URSYS Pty Ltd,1,0.0
From Apr. 16 2005,NerdKits,1,0.0
From Apr. 16 2005,Star Trac,1,0.0
From Apr. 16 2005,eSentire,1,0.0
From Apr. 16 2005,Pixart Argentina,1,0.0
From Apr. 16 2005,HyperSurf,1,0.0
From Apr. 16 2005,team(ix) GmbH,1,0.0
From Apr. 16 2005,Alpha-bit GmbH,1,0.0
From Apr. 16 2005,Resilience,1,0.0
From Apr. 16 2005,Red Innovation,1,0.0
From Apr. 16 2005,Technical Solutions,1,0.0
From Apr. 16 2005,Even Technologies,1,0.0
From Apr. 16 2005,Riedel Communications,1,0.0
From Apr. 16 2005,Provision Communication,1,0.0
From Apr. 16 2005,Magenta Development,1,0.0
From Apr. 16 2005,Alsatis,1,0.0
From Apr. 16 2005,ARMadeus,1,0.0
From Apr. 16 2005,Ewert Energy Systems,1,0.0
From Apr. 16 2005,Galvanix,1,0.0
From Apr. 16 2005,FGAN,1,0.0
From Apr. 16 2005,Meilhaus Electronic,1,0.0
From Apr. 16 2005,Sidebranch,1,0.0
From Apr. 16 2005,Airvana,1,0.0
From Apr. 16 2005,J. Gordon Electronic Design,1,0.0
From Apr. 16 2005,Allen Organ Company,1,0.0
From Apr. 16 2005,EPAM Systems,1,0.0
From Apr. 16 2005,ev-i Informationstechnologie,1,0.0
From Apr. 16 2005,Telecom Italia,1,0.0
From Apr. 16 2005,NETASQ,1,0.0
From Apr. 16 2005,exponent Tech.,1,0.0
From Apr. 16 2005,University of Limerick,1,0.0
From Apr. 16 2005,DaTang Mobile,1,0.0
From Apr. 16 2005,PADD Inc.,1,0.0
From Apr. 16 2005,Sferia,1,0.0
From Apr. 16 2005,OSDN,1,0.0
From Apr. 16 2005,Sequoia IT,1,0.0
From Apr. 16 2005,Quantum Controls BV,1,0.0
From Apr. 16 2005,EverteQ,1,0.0
From Apr. 16 2005,G.T.S. Srl,1,0.0
From Apr. 16 2005,Norbit,1,0.0
From Apr. 16 2005,Oberthur Technologies,1,0.0
From Apr. 16 2005,MtekVision,1,0.0
From Apr. 16 2005,Gold Circle,1,0.0
From Apr. 16 2005,Geometrics,1,0.0
From Apr. 16 2005,Thomson,1,0.0
From Apr. 16 2005,Qisda,1,0.0
From Apr. 16 2005,Open Systems AG,1,0.0
From Apr. 16 2005,Ghostgum Software,1,0.0
From Apr. 16 2005,Güralp Systems,1,0.0
From Apr. 16 2005,GeNuA,1,0.0
From Apr. 16 2005,Focus::VoIP GmbH,1,0.0
From Apr. 16 2005,AT Consultancy,1,0.0
From Apr. 16 2005,Exceliance,1,0.0
From Apr. 16 2005,saxnet GmbH,1,0.0
From Apr. 16 2005,Upexia,1,0.0
From Apr. 16 2005,Aprius,1,0.0
From Apr. 16 2005,Tritech,1,0.0
From Apr. 16 2005,K Computing,1,0.0
From Apr. 16 2005,Storwize,1,0.0
From Apr. 16 2005,Clear Code,1,0.0
From Apr. 16 2005,Extricom,1,0.0
From Apr. 16 2005,Lamprey Networks,1,0.0
From Apr. 16 2005,BelDisplayTech,1,0.0
From Apr. 16 2005,MaxWit,1,0.0
From Apr. 16 2005,OnLive,1,0.0
From Apr. 16 2005,ChamSys,1,0.0
From Apr. 16 2005,Rincon Research,1,0.0
From Apr. 16 2005,SUBSTANTIEL SAS,1,0.0
From Apr. 16 2005,Mindbit,1,0.0
From Apr. 16 2005,Green Communications,1,0.0
From Apr. 16 2005,Seestieto,1,0.0
From Apr. 16 2005,Cloudbit,1,0.0
From Apr. 16 2005,IXXAT,1,0.0
From Apr. 16 2005,DataArt,1,0.0
From Apr. 16 2005,Scientia,1,0.0
From Apr. 16 2005,FlatFrog,1,0.0
From Apr. 16 2005,AVAT,1,0.0
From Apr. 16 2005,Svep Design Center,1,0.0
From Apr. 16 2005,CalvaEDI,1,0.0
From Apr. 16 2005,Moldova Cyber Community,1,0.0
Linux-7.1(on-going),Unknown,6170,38.98
Linux-7.1(on-going),Intel,1421,8.98
Linux-7.1(on-going),AMD,806,5.09
Linux-7.1(on-going),QUALCOMM,785,4.96
Linux-7.1(on-going),Google,655,4.14
Linux-7.1(on-going),NVIDIA,585,3.7
Linux-7.1(on-going),Novell,547,3.46
Linux-7.1(on-going),Red Hat,519,3.28
Linux-7.1(on-going),Renesas Electronics,303,1.91
Linux-7.1(on-going),NXP,264,1.67
Linux-7.1(on-going),Hobbyists,231,1.46
Linux-7.1(on-going),Oracle,206,1.3
Linux-7.1(on-going),ARM,205,1.3
Linux-7.1(on-going),Huawei,192,1.21
Linux-7.1(on-going),Kylin Software,181,1.14
Linux-7.1(on-going),Hovold Consulting AB,181,1.14
Linux-7.1(on-going),Linaro,149,0.94
Linux-7.1(on-going),IBM,141,0.89
Linux-7.1(on-going),Academics,134,0.85
Linux-7.1(on-going),Linutronix,118,0.75
Linux-7.1(on-going),Bootlin,116,0.73
Linux-7.1(on-going),MediaTek,107,0.68
Linux-7.1(on-going),Texas Instruments,106,0.67
Linux-7.1(on-going),Analog Devices,98,0.62
Linux-7.1(on-going),Realtek,82,0.52
Linux-7.1(on-going),Rockchip,81,0.51
Linux-7.1(on-going),Microchip Technology Inc.,80,0.51
Linux-7.1(on-going),Debian,79,0.5
Linux-7.1(on-going),Cirrus Logic,78,0.49
Linux-7.1(on-going),igalia,76,0.48
Linux-7.1(on-going),Broadcom,69,0.44
Linux-7.1(on-going),Collabora,64,0.4
Linux-7.1(on-going),Microsoft,64,0.4
Linux-7.1(on-going),Linux Foundation,62,0.39
Linux-7.1(on-going),ByteDance,54,0.34
Linux-7.1(on-going),STMicroelectronics,53,0.33
Linux-7.1(on-going),MEV Limited,49,0.31
Linux-7.1(on-going),Loongson,48,0.3
Linux-7.1(on-going),Astaro,46,0.29
Linux-7.1(on-going),Pengutronix,45,0.28
Linux-7.1(on-going),Alibaba,44,0.28
Linux-7.1(on-going),Xiaomi,34,0.21
Linux-7.1(on-going),Canonical,33,0.21
Linux-7.1(on-going),Marvell,33,0.21
Linux-7.1(on-going),Tencent,32,0.2
Linux-7.1(on-going),Amazon,29,0.18
Linux-7.1(on-going),Samsung,25,0.16
Linux-7.1(on-going),VA LINUX,25,0.16
Linux-7.1(on-going),Western Digital,25,0.16
Linux-7.1(on-going),General Electric,24,0.15
Linux-7.1(on-going),Baylibre,21,0.13
Linux-7.1(on-going),ACM,20,0.13
Linux-7.1(on-going),UnionTech,19,0.12
Linux-7.1(on-going),Ideas on board,16,0.1
Linux-7.1(on-going),Cisco,14,0.09
Linux-7.1(on-going),Baidu,14,0.09
Linux-7.1(on-going),Imagination Technologies,13,0.08
Linux-7.1(on-going),XS4ALL Internet bv,11,0.07
Linux-7.1(on-going),Juniper Networks,11,0.07
Linux-7.1(on-going),Shopee,8,0.05
Linux-7.1(on-going),Codethink,8,0.05
Linux-7.1(on-going),LWN,7,0.04
Linux-7.1(on-going),PHYTEC,6,0.04
Linux-7.1(on-going),OPPO,6,0.04
Linux-7.1(on-going),Amarula Solutions,5,0.03
Linux-7.1(on-going),Altera,5,0.03
Linux-7.1(on-going),vivo,5,0.03
Linux-7.1(on-going),ZTE,5,0.03
Linux-7.1(on-going),Infineon Technologies AG,5,0.03
Linux-7.1(on-going),Ericsson,5,0.03
Linux-7.1(on-going),Facebook,4,0.03
Linux-7.1(on-going),LG Electonics,4,0.03
Linux-7.1(on-going),Lenovo,4,0.03
Linux-7.1(on-going),secunet Security Networks AG,3,0.02
Linux-7.1(on-going),INRIA,3,0.02
Linux-7.1(on-going),Hewlett Packard Enterprise,3,0.02
Linux-7.1(on-going),AXIS,3,0.02
Linux-7.1(on-going),Glider bvba,3,0.02
Linux-7.1(on-going),Nokia,3,0.02
Linux-7.1(on-going),EXOSEC,3,0.02
Linux-7.1(on-going),SiS,2,0.01
Linux-7.1(on-going),Synaptics,2,0.01
Linux-7.1(on-going),Akamai,2,0.01
Linux-7.1(on-going),Fixstars Technologies,2,0.01
Linux-7.1(on-going),LinBit,2,0.01
Linux-7.1(on-going),6WIND,2,0.01
Linux-7.1(on-going),Silicon Labs,2,0.01
Linux-7.1(on-going),ALT Linux,2,0.01
Linux-7.1(on-going),CTERA Networks,2,0.01
Linux-7.1(on-going),Allied Telesis,2,0.01
Linux-7.1(on-going),Motorola,2,0.01
Linux-7.1(on-going),Freebox,2,0.01
Linux-7.1(on-going),EMC,2,0.01
Linux-7.1(on-going),LSI,1,0.01
Linux-7.1(on-going),WolfVision GmbH,1,0.01
Linux-7.1(on-going),protonic holland,1,0.01
Linux-7.1(on-going),Candela Tech.,1,0.01
Linux-7.1(on-going),Apple,1,0.01
Linux-7.1(on-going),Cadence Design Systems,1,0.01
Linux-7.1(on-going),NTT,1,0.01
Linux-7.1(on-going),Alcatel-Lucent,1,0.01
Linux-7.1(on-going),SmartX,1,0.01
Linux-7.1(on-going),National Instruments,1,0.01
Linux-7.1(on-going),Siemens,1,0.01
Linux-7.1(on-going),Volkswagen,1,0.01
Linux-7.0(2026-04-12),Unknown,4826,33.86
Linux-7.0(2026-04-12),Intel,1550,10.88
Linux-7.0(2026-04-12),AMD,911,6.39
Linux-7.0(2026-04-12),QUALCOMM,795,5.58
Linux-7.0(2026-04-12),Google,711,4.99
Linux-7.0(2026-04-12),Red Hat,699,4.9
Linux-7.0(2026-04-12),Novell,361,2.53
Linux-7.0(2026-04-12),NVIDIA,261,1.83
Linux-7.0(2026-04-12),Renesas Electronics,256,1.8
Linux-7.0(2026-04-12),Huawei,247,1.73
Linux-7.0(2026-04-12),NXP,238,1.67
Linux-7.0(2026-04-12),Oracle,237,1.66
Linux-7.0(2026-04-12),Linaro,231,1.62
Linux-7.0(2026-04-12),Collabora,226,1.59
Linux-7.0(2026-04-12),IBM,200,1.4
Linux-7.0(2026-04-12),Hobbyists,162,1.14
Linux-7.0(2026-04-12),Bootlin,144,1.01
Linux-7.0(2026-04-12),Baylibre,127,0.89
Linux-7.0(2026-04-12),Kylin Software,123,0.86
Linux-7.0(2026-04-12),Realtek,122,0.86
Linux-7.0(2026-04-12),Academics,119,0.84
Linux-7.0(2026-04-12),Linutronix,102,0.72
Linux-7.0(2026-04-12),ARM,95,0.67
Linux-7.0(2026-04-12),Broadcom,65,0.46
Linux-7.0(2026-04-12),Debian,64,0.45
Linux-7.0(2026-04-12),STMicroelectronics,63,0.44
Linux-7.0(2026-04-12),Loongson,62,0.44
Linux-7.0(2026-04-12),Cirrus Logic,60,0.42
Linux-7.0(2026-04-12),Linux Foundation,60,0.42
Linux-7.0(2026-04-12),Analog Devices,56,0.39
Linux-7.0(2026-04-12),igalia,52,0.36
Linux-7.0(2026-04-12),Microsoft,52,0.36
Linux-7.0(2026-04-12),Microchip Technology Inc.,51,0.36
Linux-7.0(2026-04-12),Alibaba,51,0.36
Linux-7.0(2026-04-12),Texas Instruments,50,0.35
Linux-7.0(2026-04-12),Canonical,42,0.29
Linux-7.0(2026-04-12),Hovold Consulting AB,38,0.27
Linux-7.0(2026-04-12),Rockchip,35,0.25
Linux-7.0(2026-04-12),Xiaomi,35,0.25
Linux-7.0(2026-04-12),OPPO,34,0.24
Linux-7.0(2026-04-12),General Electric,33,0.23
Linux-7.0(2026-04-12),Marvell,29,0.2
Linux-7.0(2026-04-12),ACM,26,0.18
Linux-7.0(2026-04-12),Western Digital,26,0.18
Linux-7.0(2026-04-12),Tencent,24,0.17
Linux-7.0(2026-04-12),Astaro,24,0.17
Linux-7.0(2026-04-12),Samsung,23,0.16
Linux-7.0(2026-04-12),Shopee,22,0.15
Linux-7.0(2026-04-12),Pengutronix,21,0.15
Linux-7.0(2026-04-12),AXIS,21,0.15
Linux-7.0(2026-04-12),MediaTek,20,0.14
Linux-7.0(2026-04-12),ByteDance,19,0.13
Linux-7.0(2026-04-12),PHYTEC,17,0.12
Linux-7.0(2026-04-12),VA LINUX,17,0.12
Linux-7.0(2026-04-12),Altera,17,0.12
Linux-7.0(2026-04-12),Juniper Networks,17,0.12
Linux-7.0(2026-04-12),ZTE,16,0.11
Linux-7.0(2026-04-12),INRIA,16,0.11
Linux-7.0(2026-04-12),Ericsson,16,0.11
Linux-7.0(2026-04-12),Amazon,14,0.1
Linux-7.0(2026-04-12),Ideas on board,14,0.1
Linux-7.0(2026-04-12),UnionTech,13,0.09
Linux-7.0(2026-04-12),Alcatel-Lucent,13,0.09
Linux-7.0(2026-04-12),Volkswagen,11,0.08
Linux-7.0(2026-04-12),Codethink,10,0.07
Linux-7.0(2026-04-12),Siemens,10,0.07
Linux-7.0(2026-04-12),Imagination Technologies,9,0.06
Linux-7.0(2026-04-12),CTERA Networks,7,0.05
Linux-7.0(2026-04-12),Baidu,7,0.05
Linux-7.0(2026-04-12),Citrix,6,0.04
Linux-7.0(2026-04-12),vivo,6,0.04
Linux-7.0(2026-04-12),Nokia,6,0.04
Linux-7.0(2026-04-12),MEV Limited,6,0.04
Linux-7.0(2026-04-12),XS4ALL Internet bv,5,0.04
Linux-7.0(2026-04-12),EXOSEC,5,0.04
Linux-7.0(2026-04-12),LWN,5,0.04
Linux-7.0(2026-04-12),Synaptics,5,0.04
Linux-7.0(2026-04-12),"Rowland Institute, Harvard",5,0.04
Linux-7.0(2026-04-12),Motorola,4,0.03
Linux-7.0(2026-04-12),Inspur,4,0.03
Linux-7.0(2026-04-12),Glider bvba,4,0.03
Linux-7.0(2026-04-12),Facebook,4,0.03
Linux-7.0(2026-04-12),EfficiOS Inc.,4,0.03
Linux-7.0(2026-04-12),National Instruments,4,0.03
Linux-7.0(2026-04-12),NTT,3,0.02
Linux-7.0(2026-04-12),Timesys,3,0.02
Linux-7.0(2026-04-12),LSI,3,0.02
Linux-7.0(2026-04-12),Cadence Design Systems,3,0.02
Linux-7.0(2026-04-12),Cisco,3,0.02
Linux-7.0(2026-04-12),Bosch,3,0.02
Linux-7.0(2026-04-12),LinBit,3,0.02
Linux-7.0(2026-04-12),Tk Open Systems,2,0.01
Linux-7.0(2026-04-12),Freescale,2,0.01
Linux-7.0(2026-04-12),MontaVista,2,0.01
Linux-7.0(2026-04-12),Akamai,2,0.01
Linux-7.0(2026-04-12),Savoir-faire Linux,2,0.01
Linux-7.0(2026-04-12),Dave S.r.l,2,0.01
Linux-7.0(2026-04-12),Gaisler Research,2,0.01
Linux-7.0(2026-04-12),CERN,2,0.01
Linux-7.0(2026-04-12),LG Electonics,2,0.01
Linux-7.0(2026-04-12),protonic holland,1,0.01
Linux-7.0(2026-04-12),Vision Systems,1,0.01
Linux-7.0(2026-04-12),Fujitsu,1,0.01
Linux-7.0(2026-04-12),China Telecom,1,0.01
Linux-7.0(2026-04-12),Socionext Inc.,1,0.01
Linux-7.0(2026-04-12),Hansen Partnership,1,0.01
Linux-7.0(2026-04-12),ALT Linux,1,0.01
Linux-7.0(2026-04-12),WolfVision GmbH,1,0.01
Linux-7.0(2026-04-12),emlix Gmbh,1,0.01
Linux-7.0(2026-04-12),Freebox,1,0.01
Linux-7.0(2026-04-12),Synopsys,1,0.01
Linux-7.0(2026-04-12),Hewlett Packard Enterprise,1,0.01
Linux-7.0(2026-04-12),secunet Security Networks AG,1,0.01
Linux-7.0(2026-04-12),Nuvoton Technology,1,0.01
Linux-6.19(2026-02-08),Unknown,4969,34.65
Linux-6.19(2026-02-08),Intel,1576,10.99
Linux-6.19(2026-02-08),Renesas Electronics,742,5.17
